feature;mi_score
10 billion;0.2624379294909805
10 percent;0.2624379294909805
10 percent of;0.2624379294909805
120000;0.2624379294909805
13;0.2624379294909805
14 percent;0.2624379294909805
16 years;0.2624379294909805
17 years;0.2624379294909805
2013;0.2624379294909805
2030;0.2624379294909805
25 percent;0.2624379294909805
25 percent of;0.2624379294909805
30 years of;0.2624379294909805
350;0.2624379294909805
500;0.2624379294909805
50000 jobs in;0.2624379294909805
60 percent;0.2624379294909805
60 percent of;0.2624379294909805
67;0.2624379294909805
70 percent;0.2624379294909805
70 percent of;0.2624379294909805
75;0.2624379294909805
75 percent;0.2624379294909805
75 percent of;0.2624379294909805
800;0.2624379294909805
82;0.2624379294909805
about half;0.2624379294909805
about half of;0.2624379294909805
about percent;0.2624379294909805
acidic;0.2624379294909805
acres of;0.2624379294909805
across the;0.2624379294909805
adam;0.2624379294909805
adam putnam;0.2624379294909805
adding more;0.2624379294909805
adding more than;0.2624379294909805
adopted;0.2624379294909805
advanced;0.2624379294909805
after 30;0.2624379294909805
against the keystone;0.2624379294909805
air pollution;0.2624379294909805
air quality;0.2624379294909805
allowed to use;0.2624379294909805
amounted;0.2624379294909805
amounted to;0.2624379294909805
amounts;0.2624379294909805
an oil;0.2624379294909805
and canada;0.2624379294909805
and china;0.2624379294909805
and coal;0.2624379294909805
and hundreds;0.2624379294909805
and hundreds of;0.2624379294909805
and increase;0.2624379294909805
and is;0.2624379294909805
and its;0.2624379294909805
and labor;0.2624379294909805
and local;0.2624379294909805
and reduce;0.2624379294909805
and trucks;0.2624379294909805
and we are;0.2624379294909805
angeles;0.2624379294909805
any oil;0.2624379294909805
approved;0.2624379294909805
approved the;0.2624379294909805
aquifer;0.2624379294909805
arabia has;0.2624379294909805
arabia has oil;0.2624379294909805
arabia of;0.2624379294909805
are able;0.2624379294909805
are able to;0.2624379294909805
are about;0.2624379294909805
are drilling;0.2624379294909805
are in;0.2624379294909805
are spending;0.2624379294909805
are worse;0.2624379294909805
around the;0.2624379294909805
as of;0.2624379294909805
at an;0.2624379294909805
at the same;0.2624379294909805
atlantic;0.2624379294909805
attention;0.2624379294909805
attracted;0.2624379294909805
bankruptcy;0.2624379294909805
banned;0.2624379294909805
barnett;0.2624379294909805
barnett shale;0.2624379294909805
barrels of;0.2624379294909805
barrels of oil;0.2624379294909805
barton;0.2624379294909805
basis;0.2624379294909805
batteries;0.2624379294909805
be considered;0.2624379294909805
be used;0.2624379294909805
be used to;0.2624379294909805
became;0.2624379294909805
became president;0.2624379294909805
before the;0.2624379294909805
began;0.2624379294909805
better;0.2624379294909805
between the;0.2624379294909805
between the united;0.2624379294909805
bill will;0.2624379294909805
billion dollar;0.2624379294909805
billion gallons of;0.2624379294909805
billion on;0.2624379294909805
billions;0.2624379294909805
blocking;0.2624379294909805
borrow;0.2624379294909805
borrow money;0.2624379294909805
borrow money from;0.2624379294909805
bp to;0.2624379294909805
brown voted;0.2624379294909805
brown voted to;0.2624379294909805
buildings;0.2624379294909805
bulbs we;0.2624379294909805
but did;0.2624379294909805
but did not;0.2624379294909805
buy oil;0.2624379294909805
buy oil from;0.2624379294909805
by as;0.2624379294909805
by as much;0.2624379294909805
by hurricane;0.2624379294909805
by the chinese;0.2624379294909805
came up;0.2624379294909805
campaign contributions;0.2624379294909805
candidate who;0.2624379294909805
carbon tax;0.2624379294909805
cars and;0.2624379294909805
cars and trucks;0.2624379294909805
cast;0.2624379294909805
certain;0.2624379294909805
change denier;0.2624379294909805
charge of;0.2624379294909805
cheap;0.2624379294909805
chemicals;0.2624379294909805
chevron;0.2624379294909805
chinese to;0.2624379294909805
clean air;0.2624379294909805
clean energy;0.2624379294909805
cleanups;0.2624379294909805
clear;0.2624379294909805
climate change denier;0.2624379294909805
close;0.2624379294909805
close to;0.2624379294909805
coal and;0.2624379294909805
coal fired;0.2624379294909805
coal fired power;0.2624379294909805
collected;0.2624379294909805
college;0.2624379294909805
colorado;0.2624379294909805
comes from nuclear;0.2624379294909805
commitment;0.2624379294909805
commitment to;0.2624379294909805
community;0.2624379294909805
companies are;0.2624379294909805
compared;0.2624379294909805
compared to;0.2624379294909805
congressional review;0.2624379294909805
congressional review act;0.2624379294909805
congressman;0.2624379294909805
considered;0.2624379294909805
consume;0.2624379294909805
consumers;0.2624379294909805
consumes;0.2624379294909805
continues;0.2624379294909805
continues to;0.2624379294909805
contributions;0.2624379294909805
contributions from;0.2624379294909805
controlled;0.2624379294909805
costs for;0.2624379294909805
country in;0.2624379294909805
country in the;0.2624379294909805
country we;0.2624379294909805
damaged;0.2624379294909805
damaged by;0.2624379294909805
damaged by hurricane;0.2624379294909805
dan;0.2624379294909805
day and;0.2624379294909805
deciding;0.2624379294909805
deciding vote;0.2624379294909805
decisions;0.2624379294909805
deep;0.2624379294909805
deepwater;0.2624379294909805
demand;0.2624379294909805
denier;0.2624379294909805
despite;0.2624379294909805
developed;0.2624379294909805
did the;0.2624379294909805
different;0.2624379294909805
disaster;0.2624379294909805
disaster relief;0.2624379294909805
dnr;0.2624379294909805
does not even;0.2624379294909805
does not have;0.2624379294909805
domestic energy;0.2624379294909805
drainage;0.2624379294909805
drilling in the;0.2624379294909805
drinking;0.2624379294909805
drinking water;0.2624379294909805
dumping;0.2624379294909805
eat;0.2624379294909805
efficiency standards for;0.2624379294909805
eight;0.2624379294909805
eight years;0.2624379294909805
eighty;0.2624379294909805
eighty percent;0.2624379294909805
eighty percent of;0.2624379294909805
electricity rates;0.2624379294909805
electricity rates are;0.2624379294909805
emissions are;0.2624379294909805
employs;0.2624379294909805
endangered;0.2624379294909805
energy independence;0.2624379294909805
