feature;mi_score
103 billion;0.7869846630114806
17 percent of;0.7869846630114806
2007 the;0.7869846630114806
22 million;0.7869846630114806
33 percent;0.7869846630114806
50 50;0.7869846630114806
63 percent;0.7869846630114806
64 percent;0.7869846630114806
89;0.7869846630114806
89 cents;0.7869846630114806
about 500000;0.7869846630114806
actually the;0.7869846630114806
affect;0.7869846630114806
agricultural;0.7869846630114806
almost doubled;0.7869846630114806
almost doubled in;0.7869846630114806
americans combined;0.7869846630114806
americans has;0.7869846630114806
are struggling;0.7869846630114806
as dane;0.7869846630114806
as dane county;0.7869846630114806
assembly to;0.7869846630114806
assets;0.7869846630114806
at home than;0.7869846630114806
barely budged;0.7869846630114806
billion last;0.7869846630114806
borrow money;0.7869846630114806
bottom 40;0.7869846630114806
bottom 40 percent;0.7869846630114806
budged;0.7869846630114806
budget speech;0.7869846630114806
businesses create;0.7869846630114806
buy from;0.7869846630114806
buy from the;0.7869846630114806
carries;0.7869846630114806
checking;0.7869846630114806
come to;0.7869846630114806
concrete;0.7869846630114806
consistent;0.7869846630114806
corporate profits;0.7869846630114806
counties in the;0.7869846630114806
country in the;0.7869846630114806
county government;0.7869846630114806
county the;0.7869846630114806
day fund has;0.7869846630114806
decade ago;0.7869846630114806
deductions for;0.7869846630114806
deputy;0.7869846630114806
deputy president;0.7869846630114806
despite the;0.7869846630114806
developed nations;0.7869846630114806
do so;0.7869846630114806
each of;0.7869846630114806
each of the;0.7869846630114806
employed in the;0.7869846630114806
ended up;0.7869846630114806
entire state;0.7869846630114806
fact checking;0.7869846630114806
family of walmart;0.7869846630114806
federal debt;0.7869846630114806
federal law and;0.7869846630114806
fiscal 2009;0.7869846630114806
five economic;0.7869846630114806
five years the;0.7869846630114806
for those who;0.7869846630114806
force participation rate;0.7869846630114806
foreign banks;0.7869846630114806
fort worth;0.7869846630114806
from american;0.7869846630114806
from the rest;0.7869846630114806
gambling;0.7869846630114806
gas tax has;0.7869846630114806
gauteng;0.7869846630114806
gdp the;0.7869846630114806
general assembly to;0.7869846630114806
georgians have;0.7869846630114806
given the opportunity;0.7869846630114806
guest;0.7869846630114806
has begun;0.7869846630114806
has shown;0.7869846630114806
have collective;0.7869846630114806
have collective bargaining;0.7869846630114806
have high;0.7869846630114806
have high school;0.7869846630114806
have increased by;0.7869846630114806
health services;0.7869846630114806
his jobs;0.7869846630114806
in 2011 the;0.7869846630114806
in startups;0.7869846630114806
in support of;0.7869846630114806
industry has;0.7869846630114806
inheritance;0.7869846630114806
into account;0.7869846630114806
is near the;0.7869846630114806
is the strongest;0.7869846630114806
it would still;0.7869846630114806
jobs and more;0.7869846630114806
jobs in america;0.7869846630114806
jones;0.7869846630114806
judges get;0.7869846630114806
last year alone;0.7869846630114806
maine;0.7869846630114806
maintained roads;0.7869846630114806
many of the;0.7869846630114806
more than all;0.7869846630114806
mortgages;0.7869846630114806
most state employees;0.7869846630114806
nation top;0.7869846630114806
national average in;0.7869846630114806
not have high;0.7869846630114806
of barack;0.7869846630114806
of doing;0.7869846630114806
of job growth;0.7869846630114806
of south african;0.7869846630114806
of walmart;0.7869846630114806
offering;0.7869846630114806
ohio than;0.7869846630114806
one cent;0.7869846630114806
only 18;0.7869846630114806
only 18 percent;0.7869846630114806
opportunities;0.7869846630114806
pay among;0.7869846630114806
pay among the;0.7869846630114806
per resident;0.7869846630114806
percent just;0.7869846630114806
percent of hispanic;0.7869846630114806
piece;0.7869846630114806
piece of;0.7869846630114806
port authority;0.7869846630114806
positions from;0.7869846630114806
prisons are;0.7869846630114806
raise the debt;0.7869846630114806
ranks last;0.7869846630114806
