id,text,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/f963e145-ed39-5b30-a890-110ac3dd98f2,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.",08/26/2019,"animals,crime,environment,government regulation,guns,pundits,recreation,regulation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/8f208bfe-4596-571b-8b46-1369dcdf833c,Says 'Oregon is one of only three states that allow the use of gillnets on inland waters.',05/30/2019,"environment,jobs,message machine 2012,recreation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/fcb61cad-fb56-5007-9ec1-3598f7bde577,"NDP: “Canada went from 2.5 million protected lakes and rivers, down to just 159 under the Conservatives.” - FactsCanada",03/26/2019,"environment,ndp",factscan,OTHER
http://data.gesis.org/claimskg/creative_work/0001a691-f0fb-5947-a9d7-3d1c1e6feffa,"Says Texas has so few gas-pump inspectors in the field, 'the HEBs of this state, the Brookshires of this state, they're calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.'",03/25/2019,"consumer safety,energy,job accomplishments",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/04d5eebd-276a-5fa6-b2ec-8da6cea3c702,Says Iowa Senate candidate Joni Ernst 'promises to shut down the Department of Education and abolish the EPA.',03/25/2019,"education,environment",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/05b716c3-07f5-5da9-b595-ebde5274f475,Says Donald Trump has outlined 'policies that read like a Kremlin wish list.',03/25/2019,"candidate biography,economy,energy,foreign policy,history,human rights,military,trade,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/08a72be8-6454-5c84-bca0-390ea975fea8,Says there have been no cases of wolves killing people in Rocky Mountain states.,03/25/2019,environment,politifact,TRUE
http://data.gesis.org/claimskg/creative_work/08f7bec7-6552-5c83-ab38-258830e646c7,'The climate hasn't warmed in quite a few years. That is proven scientifically.',03/25/2019,"climate change,environment,weather",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0e8e6509-e884-57af-9c47-9210a8c9f59f,The United States' regulations 'are among the most difficult in the world.',03/25/2019,"economy,environment,health care,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0eeac47e-256f-576a-9ed6-52d1b5c9d2b3,"Says her campaign platform includes the 'biggest investment in new, good-paying jobs since World War II.'",03/25/2019,"economy,education,energy,federal budget,income,infrastructure,jobs,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/13f07672-3483-5dfa-9987-cd81da2fe634,Says Texas wildfires are linked to climate change.,03/25/2019,"climate change,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/141d11ee-5523-589d-b9cd-ad19be5b7c2d,"'There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.'",03/25/2019,"animals,environment",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1c4e3dab-fe97-5510-8e14-f80be274555e,"Says 'If Oregon’s Legislature simply authorizes $450 million for the CRC, it will … leave Oregon holding the bag for a great deal more cost responsibility.'",03/25/2019,"debt,economy,environment,infrastructure,state budget,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/1cfad118-ef75-555d-849e-c0ad8c957318,On unemployment rates: 'We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.',03/25/2019,"energy,environment,government regulation,jobs",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/1d07fdb9-e5a4-5dbb-a9ff-e8d303b1fc95,"'More than 27,000 Rhode Island jobs depend on trade with Canada.'",03/25/2019,"economy,energy",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/1d16dfff-34c2-502d-a336-a79b8b4cde2a,'I did not — I did not — I do not say that. I do not say that' climate change is a hoax perpetrated by the Chinese.,03/25/2019,"candidate biography,china,climate change,economy,energy,environment,history,science",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1d7f2955-ffd4-5ed5-98b1-074e13275f7a,"Under a new federal regulation, it will cost Pinellas County '$31 million to fix a single ditch.'",03/25/2019,"environment,government regulation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/20061788-a20d-5aeb-80d5-b25ba2aef33e,"The Chamber of Commerce says new carbon regulations will kill '244,000 jobs a year' and cost average families '$1,200 a year.'",03/25/2019,"climate change,economy,environment,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/21ce32a3-62c6-5476-b6ac-bbfc146d0652,"'Intensifying Hurricane Willa headed directly toward 10,000 migrant caravan path.'",03/25/2019,"environment,immigration",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/26a6efc5-fb05-5db2-a9c4-01821d276f4f,'Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinson’s',03/25/2019,"environment,income",politifact,MIXTURE
