id,text,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/0e8e6509-e884-57af-9c47-9210a8c9f59f,The United States' regulations 'are among the most difficult in the world.',03/25/2019,"economy,environment,health care,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0eeac47e-256f-576a-9ed6-52d1b5c9d2b3,"Says her campaign platform includes the 'biggest investment in new, good-paying jobs since World War II.'",03/25/2019,"economy,education,energy,federal budget,income,infrastructure,jobs,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4fad2677-8d9d-569a-84a2-e43726b84e42,"Says that when San Francisco banned plastic grocery bags, 'you saw the number of instances of people going to the ER with things like salmonella and other related illnesses' spike.",03/25/2019,"environment,health care,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/995f5890-d1e5-5e54-9d77-7b5c553e5d4b,'Back door gun control is in full effect in the United States' due to 'Obama’s Environmental Protection Agency.',03/25/2019,"environment,guns,health care,public health",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/bb012343-2aa0-5402-8fb0-a70f3aa43f04,On disaster aid offsets,03/25/2019,"deficit,federal budget,weather",politifact,OTHER
http://data.gesis.org/claimskg/creative_work/f32a2c59-ab7b-53e8-a69d-c7680a33bcd0,"'West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.'",03/25/2019,"campaign finance,corporations,medicare,oil spill,social security",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/b2e0428e-cd86-501a-846c-e2da020103e8,The loan guarantee program that helped Solyndra 'was a program that was supported by President Bush.',03/24/2019,"energy,federal budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5a28da5f-3bbd-5574-832a-3114a106716a,"'There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.'",03/23/2019,"environment,federal budget,fires,state government spending",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/79937966-a714-5631-8ab9-2a992c3579e9,Says Scott Pruitt’s security spending was 'somewhat more' than his predecessor.,03/23/2019,"environment,federal budget,homeland security",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/7ae57fce-09ba-5c50-abc2-b7e6cf293fc1,"'Bill White ... supports the ‘ObamaCare’ socialized medicine plan, as well as ‘Cap and Trade’ legislation that would kill thousands of Texas jobs.'",03/23/2019,"cap and trade,climate change,health care",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/9ebe13a5-5760-5dd3-9ba2-8c1a3735a7d7,'Obama has jumped the shark and ordered the ocean closed!',03/23/2019,"environment,federal budget",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/376aacb5-081e-5893-b1f2-f07937cd8535,Says U.S. House candidate Carlos Curbelo 'supported raising flood insurance rates.',03/22/2019,"federal budget,natural disasters,water,weather",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/442fc2ad-fbb1-5741-bb1b-fff94d4275b7,"'The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.'",03/22/2019,"civil rights,climate change,gays and lesbians,health care,technology",politifact,OTHER
http://data.gesis.org/claimskg/creative_work/c5a798e8-8b8a-5f9d-926a-f5ef0b79213d,"The EPA 'wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.'",03/22/2019,"environment,federal budget,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/08eddf1e-a647-501c-88b8-cd604e534fe4,"'Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.'",03/21/2019,"climate change,education,energy,environment,health care,states,workers",politifact,MIXTURE
