id,text,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/055a9aaa-2824-5577-ba34-a5284d1fff10,'The pass rate for a high school level test to join the military' is 35 to 40 percent.,03/25/2019,"education,military",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/05b716c3-07f5-5da9-b595-ebde5274f475,Says Donald Trump has outlined 'policies that read like a Kremlin wish list.',03/25/2019,"candidate biography,economy,energy,foreign policy,history,human rights,military,trade,transparency",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4ca614f3-4b60-5de7-8556-a01db0ae0295,"'An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.'",03/25/2019,"education,families,immigration,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9579f664-920f-50d4-9f0c-858dbed80864,"'There are close to 900,000 unemployed veterans in America right now.'",03/25/2019,"economy,military,veterans",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/c286175b-33a9-571b-8403-0ead249dfb03,"About 750,000 people die in China each year from auto emissions.",03/25/2019,"environment,foreign policy,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c6f2dfbb-9ceb-54c4-b317-c120c4e802c7,'Research even shows that sending more girls to school can boost an entire country’s GDP.',03/25/2019,"education,foreign policy,women",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ccf0f1d2-749e-5b1d-a3b5-cc2f73a395ff,"On military recruiters at Harvard, Elena Kagan 'took a position and the Supreme Court ruled unanimously that she was wrong.'",03/25/2019,"education,gays and lesbians,kagan nomination,military,supreme court",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/dd3be2aa-9a44-5d13-8c62-d8a25eb5f5c4,Says the military accounts for about 10 percent of Florida's economy.,03/25/2019,"economy,military",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/e20cb1df-9fd3-5a14-92e4-efa544f70712,"Says to Hillary Clinton, 'You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.'",03/25/2019,"candidate biography,economy,foreign policy,history,trade",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/f8051862-f3e5-5507-9bd2-0645af87fbb3,"'Obama’s stimulus, passed in his first month in office, will cost more than the entire Iraq War.'",03/25/2019,"economy,iraq,stimulus",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/fa515009-fd32-57b6-86fb-f2be13383cef,'In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.',03/25/2019,"foreign policy,human rights,labor,trade",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/fb666c12-f8e7-5ea7-9653-3765519bb39e,Says Hillary Clinton called the Trans-Pacific Partnership 'the gold standard. You called it the gold standard of trade deals. You said it’s the finest deal you’ve ever seen.',03/25/2019,"candidate biography,economy,foreign policy,history,trade",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/395556c1-549b-5f28-99ed-9d740fa48944,'Greece is not a big economy. It's about the size of metropolitan Miami.',03/24/2019,"economy,foreign policy",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/3ccdc50e-f538-5a01-837d-b082d64a6bdb,Says President Barack Obama has 'been presiding over our jobs going overseas for seven years.',03/24/2019,"economy,foreign policy,jobs,trade",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/439955ca-d28c-511b-8c18-997bf0a54c26,"Under economic sanctions, 'now Iran is suffering 30 percent inflation, 20 percent unemployment.'",03/24/2019,"economy,foreign policy,pundits,report for selected countries and subjects : islamic republic of iran",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/88db6be0-6948-5279-ac0a-f44d2259771c,Blocking travel from countries with Ebola should be possible because President Barack Obama 'has sealed off Israel in the past.',03/24/2019,"ebola,foreign policy,israel,public health,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/89071251-7e49-57f3-ad22-f67648e3c5f2,"'As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey driver’s licenses to board those aircraft.'",03/24/2019,"terrorism,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/8af2fefd-31b0-518d-8eeb-065e62baff7b,"'The sanctions that we put on (Russia) for the Crimea annexation and meddling in Ukraine ... have absolutely crushed the ruble by 50 percent. And GDP from 2014 to 2016 is 50 percent down in Russia, as well.'",03/24/2019,"economy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/90d351ee-f530-5714-8034-bd5f7c83942b,Greece 'has a GDP the size of the Dallas-Fort Worth Metroplex.',03/24/2019,"economy,foreign policy,pundits",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/b8bdc6f8-307a-51ac-aa95-5757434661dc,Says 21 million people 'still suffer slavery today.',03/24/2019,"criminal justice,foreign policy,labor,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/f0d21b89-8a72-5bf4-9c35-818663b00934,'In 2009 … Hillary Clinton was at the State Department working with U.S. corporations to pressure Haiti not to raise the minimum wage to 61 cents an hour from 24 cents.',03/24/2019,"foreign policy,labor,workers",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/ffd4c2b7-e2a2-5df1-9f46-371f3011aa2d,Our 'trade with Mexico is $720 million a day; that’s our No. 1 trading partner.',03/24/2019,"economy,foreign policy,trade",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/79df5087-a66f-59bd-8313-133ba32c6892,President Obama gave Egypt's Muslim Brotherhood one and a half billion dollars.,03/23/2019,"deficit,economy,federal budget,foreign policy,human rights,israel",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/952f92e2-48a5-5509-bd84-b7de478daa67,Says President Barack Obama has opened up no new trade relationships with other nations.,03/23/2019,"economy,foreign policy,new hampshire 2012,trade",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/49238b65-e412-5fac-b03f-2ba46bc9d275,"Every time the price of gasoline rises 1 cent, 'it's a billion dollars out of our economy that goes to Saudi Arabia.'",03/22/2019,"corrections and updates,economy,energy,iraq",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/6f14ada5-dc16-51ab-a3f5-ffe350ae00b2,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",03/22/2019,"economy,foreign policy,pundits",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8c17c8ea-56c2-5494-8a7f-4083f4ed2d3c,"About 1.1 million people legally enter the U.S. each year as permanent residents -- '65 percent of that is some kind of chain migration; 22 percent is diversity lottery, ‘asyling,’ refugees; only about 14, 15 percent has anything to do with work.'",03/22/2019,"diversity,foreign policy,immigration,labor,legal issues",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a004a64a-9b5a-5334-beb0-6b0cbfafe9f1,"'Today, it is more difficult to enlist in the U.S. military than it is to enroll in college.'",03/22/2019,"education,military,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a9001540-9c75-516c-8d57-6f504d3c28ea,Deals struck on his first foreign trip as president made and saved 'millions of jobs.',03/22/2019,"economy,foreign policy,jobs",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/c7bfc3be-6d2e-5b76-b1d5-a897d2179524,Israel's per capita income 'is greater than probably three-fourths of the rest of the world.',03/22/2019,"economy,foreign policy,israel",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/e03aaefa-3644-5280-b5da-edab083448bc,Says James Langevin voted to spend '$3 billion for a jet engine no one wants.',03/22/2019,"economy,federal budget,government efficiency,military,voting record",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/e8e93f56-10a2-5c19-8038-b78d1621ccc8,'Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployment’s not that big an issue.',03/22/2019,"candidate biography,economy,message machine 2010,military,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/05f045b0-4345-5d71-8a90-50b3d78dd53f,"Says Vladimir Putin said, 'President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.'",03/21/2019,"economy,foreign policy",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/159d6db7-598b-5407-9774-53e226107dad,Obama 'closed offshore tax safe havens.',03/21/2019,"economy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/33a68798-2340-54fe-aabc-8a5c7859cd13,'We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.',03/21/2019,"economy,foreign policy,history,trade",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/501c0d64-2211-583c-961e-20468ed55a71,'A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.',03/21/2019,"economy,foreign policy,history,trade",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/5107db11-1917-5fba-a108-d048e1f03967,"'The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.'",03/21/2019,"economy,foreign policy,trade,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/7601742c-6f79-56b3-8c92-8df633b4cabe,"'If you're a terrorist you can't fly,' but 'an assault weapon you can buy.'",03/21/2019,"crime,guns,terrorism,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/b840f7cf-8d5d-5b1b-b40b-695ac324d19c,Members of the military don’t 'contribute toward their pension.',03/21/2019,"deficit,federal budget,military,pensions,retirement",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/bdda68cf-469b-5e2f-886a-998cc13a3117,"'Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.'",03/21/2019,"health care,public health,state budget,terrorism",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/cecc6da7-6562-5145-897c-6fa131339d6a,Says Denmark’s suicide rate has been about twice as high as the United States’ over the past five decades.,03/21/2019,"economy,foreign policy,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/e61c91f0-a54f-53ba-b8db-eeb5eb0c3d20,The Arab Spring … 'drove up gas prices.',03/21/2019,"economy,energy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/02437364-73ff-530b-804a-ce19aaa90150,'More than one in five of veterans aged 20 to 24 can’t find a job to support their family or to ease the transition to civilian life.',03/20/2019,"economy,jobs,military,veterans",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1041b95a-3831-5597-ab0f-f4eef6d6143b,Says President Bill Clinton did not sign NAFTA.,03/20/2019,"bipartisanship,bush administration,congress,economy,foreign policy,history,jobs,labor,trade,workers",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/162afab8-3c31-5c95-9800-b08d70f44553,"'Since 2004, there have been some 1,300 attacks (on rail targets). Four thousand people have died. Thousands of injuries.'",03/20/2019,"terrorism,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/54d22fab-4c81-516f-a147-7f2a9a2d7096,"'We borrow $4 billion every single day, much of it from China.'",03/20/2019,"china,debt,economy,federal budget,foreign policy,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/5e7b2b92-787f-5892-aeb0-2747bbdc695b,"'For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.'",03/20/2019,"education,foreign policy,public health,women",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/66bfeb65-cd6c-5bb8-877d-538e33ba9324,'Documents released from the Soviet Union' show 'the Soviet Union started treating' President Ronald Reagan more seriously after Reagan fired the air traffic controllers.,03/20/2019,"foreign policy,history,labor,transportation,unions",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/8551e3dd-c63c-55c0-8ebf-127bf5c8cab9,"For 21 countries in Sub-Saharan Africa, 'we simply do not have data to say anything about trends in poverty.'",03/20/2019,"economy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/8f19c315-348c-5eec-87a7-be33deee4aca,"(Since 1990) 'every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.'",03/20/2019,"economy,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/95a6271c-502f-5b9d-b49d-9d1db1006d9c,"'When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted 'no'.'",03/20/2019,"afghanistan,economy,iraq,jobs,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/9986b27b-8b37-527c-96ab-d9f5a3c96759,"'You see a whole bunch of Korean cars here in the United States, and you don't see any American cars in Korea.'",03/20/2019,"foreign policy,trade,transportation",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/a30f9177-40f9-585b-ad05-c81f33a268e5,"All 28 members of NATO have 'pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.'",03/20/2019,"economy,foreign policy,iraq,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/c40c42dd-2434-54cd-8268-a832e5fad031,'The United States has a massive trade deficit with Japan. It's anywhere from $69 billion to a $100 billion a year.',03/20/2019,"corrections and updates,economy,foreign policy,trade",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/dc98e8a7-77af-56c8-96eb-2c5e3ff194b1,"As a sign of 'extraordinary progress,' 'there are half as many (primary-age) children out of school today as there were 15 years ago.'",03/20/2019,"education,foreign policy",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/df44c28c-db55-526b-b6c2-99b63a748cdc,"In South Sudan, 'more teenage girls die in childbirth than finish high school.'",03/20/2019,"education,foreign policy,poverty,public health,women",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/e07f2889-9625-5a5c-8660-83194a54063a,'Thousands (in China) owe their jobs to Mitt Romney's companies.',03/20/2019,"candidate biography,economy,foreign policy,jobs,message machine 2012",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/e4181873-722b-5e07-9608-a5560b049b19,Says Hillary Clinton 'has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.',03/20/2019,"candidate biography,economy,foreign policy,history,job accomplishments,trade",politifact,FALSE
