feature;mi_score
15 years;0.8312823388131129
34;0.8312823388131129
all the oil;0.8312823388131129
annual;0.8312823388131129
are one;0.8312823388131129
are one of;0.8312823388131129
article;0.8312823388131129
be enough;0.8312823388131129
block island;0.8312823388131129
buy from;0.8312823388131129
buy from the;0.8312823388131129
by over;0.8312823388131129
come in;0.8312823388131129
come in the;0.8312823388131129
desert;0.8312823388131129
either;0.8312823388131129
five years ago;0.8312823388131129
from the rest;0.8312823388131129
generation;0.8312823388131129
ground;0.8312823388131129
has passed;0.8312823388131129
have come in;0.8312823388131129
in oil and;0.8312823388131129
in south;0.8312823388131129
in south florida;0.8312823388131129
increased by;0.8312823388131129
is number;0.8312823388131129
island by;0.8312823388131129
last 15;0.8312823388131129
last 15 years;0.8312823388131129
miles of;0.8312823388131129
more coal;0.8312823388131129
nearly two;0.8312823388131129
newspaper;0.8312823388131129
nothing to;0.8312823388131129
number one in;0.8312823388131129
of wolves;0.8312823388131129
on record have;0.8312823388131129
one in the;0.8312823388131129
or 15;0.8312823388131129
other fuels;0.8312823388131129
over million;0.8312823388131129
park;0.8312823388131129
passed;0.8312823388131129
past three;0.8312823388131129
past three years;0.8312823388131129
people working;0.8312823388131129
people working in;0.8312823388131129
photographs;0.8312823388131129
record have;0.8312823388131129
record have come;0.8312823388131129
skyrocket;0.8312823388131129
south florida;0.8312823388131129
spends more;0.8312823388131129
stood up to;0.8312823388131129
than there;0.8312823388131129
than we buy;0.8312823388131129
that in the;0.8312823388131129
the company;0.8312823388131129
the electricity;0.8312823388131129
the ground;0.8312823388131129
the last 15;0.8312823388131129
the oil that;0.8312823388131129
the past three;0.8312823388131129
understand;0.8312823388131129
we buy;0.8312823388131129
we buy from;0.8312823388131129
wolves;0.8312823388131129
working in;0.8312823388131129
years on;0.8312823388131129
years on record;0.8312823388131129
claims;0.7063436022048128
hottest;0.7063436022048128
on record;0.7063436022048128
one in;0.7063436022048128
years ago;0.7063436022048128
enough;0.6851543031348748
18;0.6551910797574316
20 years;0.6551910797574316
2016;0.6551910797574316
300;0.6551910797574316
are already;0.6551910797574316
atmosphere;0.6551910797574316
bill clinton;0.6551910797574316
block;0.6551910797574316
cases;0.6551910797574316
century;0.6551910797574316
energy resources;0.6551910797574316
gingrich;0.6551910797574316
has increased;0.6551910797574316
homeowners;0.6551910797574316
houston;0.6551910797574316
in nearly;0.6551910797574316
inches;0.6551910797574316
months;0.6551910797574316
newt;0.6551910797574316
newt gingrich;0.6551910797574316
number one;0.6551910797574316
recorded;0.6551910797574316
shut down the;0.6551910797574316
spend;0.6551910797574316
states of;0.6551910797574316
states of america;0.6551910797574316
stood up;0.6551910797574316
talking;0.6551910797574316
the day;0.6551910797574316
