feature;mi_score
africa;0.011876331663140833
africa check;0.010627522482107934
check;0.008607467523409941
wisconsin;0.004530024586142702
the;0.004417812637213315
georgia;0.004045377128652109
walker;0.003999373653723815
scott walker;0.003929460184901013
scott;0.003557493530916786
nigeria;0.003518126870624546
than;0.003497160285584426
to;0.003358400493586304
kenya;0.003291601628153621
under;0.003049626945130059
billion;0.0030435430625625273
have;0.0029875678820353926
claims;0.0029596967779710187
gov scott;0.002850103414345927
gov scott walker;0.002850103414345927
protesters;0.0025917259282633195
sa;0.0025671379097202502
percent;0.00255126710800846
more;0.0025496505121618655
since;0.002493433580247685
of;0.0024628453138258277
is;0.0024265793878971635
year;0.0023797402297055232
the bottom;0.002378883040964249
in;0.0023161748315102502
below;0.0022520475082689895
obama;0.0022387473913789706
taxes;0.0022373278879672625
gov;0.002217105980281317
of the;0.0021341188280853828
country that;0.002119484903894097
florida;0.0021186134108100926
as;0.0021183267382467856
than the;0.0020882145473608213
wisconsin gov;0.0020564695817634673
wisconsin gov scott;0.0020564695817634673
it;0.0020551123120364436
checked;0.0020295421328788907
worth;0.002021598028699835
office;0.0020087355671491816
ranked;0.0020069378388859398
will;0.0019774636671513243
we;0.001968021132035371
budget;0.0019574356359589426
virginia;0.0019185374936026445
south africa;0.001878514907961381
zuma;0.0018537491152145463
bottom;0.0018416172213274607
more than;0.0018268356845725956
not;0.0018096054069536788
top;0.0018010900034183945
and;0.001775740988450325
below the;0.0017587861808334854
the national;0.001733607685583643
national average;0.0017133599799862352
the national average;0.0017133599799862352
the country that;0.001708984809483063
fact checked;0.0017051680500176688
ever;0.0016933582971712861
day;0.0016864414162264287
georgia has;0.0016793358800863637
funding;0.0016771252106697315
for;0.0016739404459262448
going;0.0016687913794235674
in florida;0.0016625806069587232
produced;0.0016599819016061743
your;0.0016577876466852205
over;0.001642375862980377
high school;0.0016347232490640192
cut;0.0016317520053968858
million;0.0016278675720373726
out of the;0.0016200525979804376
only;0.0016190965980059147
claims about;0.0016173282308625048
income;0.0016135437822808437
capitol;0.001610356502097092
last in;0.0016095612425228393
the top;0.0015968220995575735
average;0.0015936214881074476
spending in;0.0015776586201702702
graduation;0.0015618125901638072
thanks;0.0015493905424757493
goods;0.0015451950479719837
growth;0.0015417743431657463
wealth;0.0015231738061084223
state of new;0.0015181494421235113
the nation;0.0015033145750814646
rate;0.0014985725882202374
in this;0.0014894730886353198
