id,text,date,keywords,organization,rating
http://data.gesis.org/claimskg/creative_work/0169018a-f76b-5187-baaa-20523cee082c,"'70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.'",03/25/2019,"children,education,federal budget,poverty",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/03047945-06d7-5acf-90c9-55a2b25344c4,'Mayor Fung wants to punish our children's education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.',03/25/2019,"children,city budget,deficit,education,state budget,taxes",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/043f807f-91a0-53c8-b3ea-609b260452ad,Planned Parenthood is 'nothing more than a referral service. … They don’t do anything except profit from killing babies and then selling body parts of those aborted babies.',03/25/2019,"abortion,health care,public health,state budget,state finances",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/06329bb3-082e-56ef-a5c9-eb848cce188b,Members of Congress 'receive full pay retirement after serving one term.',03/25/2019,"federal budget,income,public service,retirement,social security",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/064b64a7-b9a0-55bd-b5e3-415536f4df97,Says Rep. Paul Ryan’s budget proposal 'would effectively double the interest paid out on existing and future student loans.',03/25/2019,"education,federal budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/065b8976-4785-52f4-95fb-2998223b7426,Virginia is 'the No. 1 recipient of federal dollars.',03/25/2019,"economy,federal budget,state budget,states",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/06d24611-690a-5fc6-9ce9-f24b494c64d5,"Says Tom Nelson 'backed higher taxes on Social Security, costing Wisconsin seniors $95 million.'",03/25/2019,"income,retirement,social security,state budget,taxes",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/07134c4c-e5a7-534f-bb71-fea7d6692371,"'Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.'",03/25/2019,"deficit,state budget,state finances,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/0a227422-c645-5cbd-9b0e-8aae019c3767,'We cut our deficits by more than half.',03/25/2019,"deficit,economy,federal budget",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/0e8e6509-e884-57af-9c47-9210a8c9f59f,The United States' regulations 'are among the most difficult in the world.',03/25/2019,"economy,environment,health care,regulation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/0eeac47e-256f-576a-9ed6-52d1b5c9d2b3,"Says her campaign platform includes the 'biggest investment in new, good-paying jobs since World War II.'",03/25/2019,"economy,education,energy,federal budget,income,infrastructure,jobs,technology",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/11cb5b1d-b389-518d-bc60-dfff348450d9,"'Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.'",03/25/2019,"federal budget,state budget",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/14a18d37-85eb-562d-be4d-210fb3aba114,'Only three in 10 Texas doctors are currently accepting new Medicaid patients.',03/25/2019,"federal budget,health care,medicaid,public health,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/17f791d9-6832-5f7e-8f4f-4672a9f517a3,"'...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.'",03/25/2019,"education,federal budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1ab23095-ea61-57a6-bb45-c678f597f938,"'After Texas cut' its 'two-year family planning budget by $73 million, one in four clinics closed their doors.'",03/25/2019,"health care,state budget,women",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/1df19fa4-fc1d-5d8b-bdb0-fe3594882a4c,'Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers weren’t needed.',03/25/2019,"health care,state budget,women",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/20e0c906-0f07-5dc5-becd-a63f70ea79e1,'The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.',03/25/2019,"economy,income,retirement,social security,wealth",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/2a31b118-85b7-56be-b518-87d8d803a41e,Congressman Robert Hurt has a plan to cut education by 40 percent.,03/25/2019,"education,federal budget,state budget",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/36f77207-51ea-5a03-b280-c835ff8accd2,"'The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.'",03/25/2019,"economy,health care",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/398dc697-4066-57d7-85b7-699ff1c2c3a0,Says the federal government is earning more tax revenue now 'than any other time.',03/25/2019,"economy,federal budget,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/3fa1ca3c-9aa3-537f-8dec-26526794d139,"Says an alternative to Social Security that operates in Galveston County, Texas, has meant that participants will 'retire with a whole lot more money' than under Social Security.",03/25/2019,"retirement,social security",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/422e729b-2305-5ee4-a4ec-fc355d72d026,'Three in four low-income workers don’t have any paid sick days available.',03/25/2019,"health care,income,labor,public health,workers",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/4752e74f-0b6f-5097-b72f-19fa2483bc04,"'200,000 students attempt suicide every year on college campuses.'",03/25/2019,"education,guns,health care,public health",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/48009a10-d6aa-5569-9747-adb96145c15d,"Says the federal agency in charge of Medicare and Medicaid will disburse $803 billion in benefits this year, making 'it larger than all but 15 of the world's economies.'",03/25/2019,"economy,health care",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4ca614f3-4b60-5de7-8556-a01db0ae0295,"'An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.'",03/25/2019,"education,families,immigration,military",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/4df6ff62-8fd6-5937-bada-afc6d3d596b7,"'We have 10,000 baby boomers retiring every day.'",03/25/2019,"deficit,economy,social security",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/4f981810-ac54-59db-b991-38d15beaabda,Ken 'Block supports Obamacare.',03/25/2019,"economy,health care,message machine 2014",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/4fafe74e-109c-509d-8600-863361dd9651,"Blue Cross headquarters has 'a $30,000 granite table.'",03/25/2019,"corporations,economy,health care",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/51288ce9-b3e4-51b3-aeee-c9a64cccd5e7,'More than 30 cents of every state tax dollar goes to Medicaid.',03/25/2019,"debt,disability,economy,families,government efficiency,health care,medicaid,poverty,state budget,state finances,taxes",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/57633be4-4551-5665-b26c-664fa2dec907,I turned 'a $110 million deficit into a $1.6 million surplus for our city.',03/25/2019,"candidate biography,city budget,city government,debt,deficit,economy,history,taxes,unions",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/597333db-3434-5495-a9ab-fa03e0cc4aeb,"'Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.'",03/25/2019,"federal budget,infrastructure,transportation",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/5d99a75a-cabf-51a1-ab21-be2358f797da,"If today's economy was rebounding at the rate of the 'Reagan recovery,' it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",03/25/2019,"economy,federal budget,history,jobs,taxes",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/62db522d-09d7-5d04-b653-779ef824f23c,"'This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.'",03/25/2019,"health care,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/637ddc79-f780-5b60-948a-89109bee1eaa,"'In 31 states, decent child care costs more than college tuition.'",03/25/2019,"children,education,families",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/65b0f7bd-688f-592b-b1fb-aafba3d42137,'Ohio companies export more goods and services globally than 41 other states.',03/25/2019,"health care,income,labor,public health,workers",politifact,TRUE
http://data.gesis.org/claimskg/creative_work/67f79cb9-b017-570c-9f86-ec34f3c60d3a,'It’s coming. Nobody can stop this train.',03/25/2019,"federal budget,infrastructure,transportation",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/68ca7edd-9c8a-5c1d-af65-a8a1c00fb386,Says Paul Ryan 'tried to change the whole game' for Social Security,03/25/2019,"federal budget,message machine 2012,retirement,social security",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/695e37fb-7fd2-55dd-b4c9-e6256adbe8f9,"Under Scott Walker, 'the Wisconsin middle class is shrinking at a faster rate than any other state in the country.'",03/25/2019,"economy,families,income",politifact,FALSE
http://data.gesis.org/claimskg/creative_work/6a57d803-0186-5638-9f6d-c700d23ac463,"'We’re paying out-of-state residential facilities hundreds of thousands of dollars, if not more,' to house children in state custody",03/25/2019,"children,families,state budget",politifact,MIXTURE
http://data.gesis.org/claimskg/creative_work/6b51a8e2-34bb-59ef-812d-41f1bdc3d77b,State employees will have to pay 100 percent of their pensions and health insurance after 2012.,03/25/2019,"health care,labor,state budget",politifact,FALSE
