feature;mi_score
1761;0.5141925660952449
1977;0.5141925660952449
2017;0.5141925660952449
250;0.5141925660952449
50 years;0.5141925660952449
68;0.5141925660952449
68 million;0.5141925660952449
68 million acres;0.5141925660952449
abele;0.5141925660952449
allies;0.5141925660952449
alternative;0.5141925660952449
amendment;0.5141925660952449
an environmental protection;0.5141925660952449
and two;0.5141925660952449
are caused;0.5141925660952449
are caused by;0.5141925660952449
are not;0.5141925660952449
are skyrocketing;0.5141925660952449
as half;0.5141925660952449
automobile;0.5141925660952449
barack obama policies;0.5141925660952449
be able;0.5141925660952449
be able to;0.5141925660952449
been created;0.5141925660952449
been fabricated;0.5141925660952449
bill that would;0.5141925660952449
billion every;0.5141925660952449
billion every year;0.5141925660952449
billion to;0.5141925660952449
brazil;0.5141925660952449
brazil to;0.5141925660952449
breaks to;0.5141925660952449
broken;0.5141925660952449
building code;0.5141925660952449
building codes;0.5141925660952449
bulb;0.5141925660952449
bureaucrats;0.5141925660952449
by to;0.5141925660952449
carbon regulations;0.5141925660952449
carbon regulations will;0.5141925660952449
category;0.5141925660952449
causing;0.5141925660952449
cent;0.5141925660952449
change has;0.5141925660952449
change has been;0.5141925660952449
chris abele;0.5141925660952449
cicilline;0.5141925660952449
claim that;0.5141925660952449
claim that sa;0.5141925660952449
climate change has;0.5141925660952449
climate has;0.5141925660952449
climate scientists;0.5141925660952449
codes;0.5141925660952449
coming;0.5141925660952449
computer;0.5141925660952449
computer models;0.5141925660952449
contributor;0.5141925660952449
control;0.5141925660952449
cooling;0.5141925660952449
countries with;0.5141925660952449
countries with safe;0.5141925660952449
created by;0.5141925660952449
created by the;0.5141925660952449
dairy;0.5141925660952449
dam;0.5141925660952449
david;0.5141925660952449
david cicilline;0.5141925660952449
deadly;0.5141925660952449
death;0.5141925660952449
debunked;0.5141925660952449
decided;0.5141925660952449
delay;0.5141925660952449
do in;0.5141925660952449
done by;0.5141925660952449
due to the;0.5141925660952449
effect in;0.5141925660952449
elect;0.5141925660952449
electric car;0.5141925660952449
epa wants;0.5141925660952449
epa wants to;0.5141925660952449
estabrook;0.5141925660952449
estabrook dam;0.5141925660952449
executive;0.5141925660952449
existing;0.5141925660952449
fabricated;0.5141925660952449
failed;0.5141925660952449
finland;0.5141925660952449
first time ever;0.5141925660952449
florence;0.5141925660952449
forest management;0.5141925660952449
from now;0.5141925660952449
from oil companies;0.5141925660952449
fueled;0.5141925660952449
get rid;0.5141925660952449
get rid of;0.5141925660952449
goes into;0.5141925660952449
goes into effect;0.5141925660952449
gotten;0.5141925660952449
green new;0.5141925660952449
green new deal;0.5141925660952449
gun;0.5141925660952449
harvey;0.5141925660952449
has raised;0.5141925660952449
have already;0.5141925660952449
have resulted;0.5141925660952449
have resulted in;0.5141925660952449
hearing;0.5141925660952449
hike;0.5141925660952449
human activity;0.5141925660952449
hundreds of jobs;0.5141925660952449
hurricane florence;0.5141925660952449
hurricane harvey;0.5141925660952449
hurricane irma;0.5141925660952449
idea that;0.5141925660952449
if you are;0.5141925660952449
in its;0.5141925660952449
in order;0.5141925660952449
in order to;0.5141925660952449
incandescent;0.5141925660952449
initiative;0.5141925660952449
innovation;0.5141925660952449
into effect;0.5141925660952449
is all;0.5141925660952449
is myth;0.5141925660952449
is why;0.5141925660952449
jobs created by;0.5141925660952449
kochs;0.5141925660952449
last decade;0.5141925660952449
leadership;0.5141925660952449
leave;0.5141925660952449
legislature;0.5141925660952449
life;0.5141925660952449
light bulb;0.5141925660952449
make up;0.5141925660952449
might be;0.5141925660952449
might be able;0.5141925660952449
most likely;0.5141925660952449
moving;0.5141925660952449
must;0.5141925660952449
myth;0.5141925660952449
nasa;0.5141925660952449
new carbon;0.5141925660952449
new carbon regulations;0.5141925660952449
new deal;0.5141925660952449
nor;0.5141925660952449
obama policies have;0.5141925660952449
of greenhouse;0.5141925660952449
order;0.5141925660952449
order to;0.5141925660952449
ore mine is;0.5141925660952449
out of state;0.5141925660952449
panel;0.5141925660952449
peer;0.5141925660952449
peer reviewed;0.5141925660952449
people have;0.5141925660952449
people who;0.5141925660952449
per year;0.5141925660952449
plan is;0.5141925660952449
predictions;0.5141925660952449
price of gasoline;0.5141925660952449
prices at;0.5141925660952449
prices at the;0.5141925660952449
probably;0.5141925660952449
promised;0.5141925660952449
provided;0.5141925660952449
quickly;0.5141925660952449
recognize;0.5141925660952449
recognize that;0.5141925660952449
record funding;0.5141925660952449
reduce our;0.5141925660952449
regulation of;0.5141925660952449
required universal;0.5141925660952449
resulted;0.5141925660952449
resulted in;0.5141925660952449
reviewed;0.5141925660952449
safe;0.5141925660952449
safe tap;0.5141925660952449
safe tap water;0.5141925660952449
says that;0.5141925660952449
says the;0.5141925660952449
scientists are;0.5141925660952449
sending;0.5141925660952449
shark;0.5141925660952449
show that;0.5141925660952449
shower;0.5141925660952449
shown;0.5141925660952449
skyrocketing;0.5141925660952449
so we;0.5141925660952449
solar company;0.5141925660952449
source;0.5141925660952449
sponsored by;0.5141925660952449
states government;0.5141925660952449
stimulus money;0.5141925660952449
stop sign;0.5141925660952449
study has;0.5141925660952449
tap water;0.5141925660952449
tap water is;0.5141925660952449
tax hike;0.5141925660952449
that are;0.5141925660952449
that goes;0.5141925660952449
that if;0.5141925660952449
that man;0.5141925660952449
that man made;0.5141925660952449
that people;0.5141925660952449
that sa;0.5141925660952449
the carbon;0.5141925660952449
the claim;0.5141925660952449
the clean power;0.5141925660952449
the climate has;0.5141925660952449
the electric;0.5141925660952449
the green;0.5141925660952449
the kochs;0.5141925660952449
the last decade;0.5141925660952449
time ever;0.5141925660952449
to an;0.5141925660952449
to come;0.5141925660952449
to get rid;0.5141925660952449
to happen;0.5141925660952449
to not;0.5141925660952449
to obama;0.5141925660952449
to solyndra;0.5141925660952449
trade legislation that;0.5141925660952449
united states government;0.5141925660952449
universal;0.5141925660952449
volcano;0.5141925660952449
waste is;0.5141925660952449
water is;0.5141925660952449
we have become;0.5141925660952449
went to;0.5141925660952449
will cost the;0.5141925660952449
william;0.5141925660952449
with safe;0.5141925660952449
with safe tap;0.5141925660952449
without the;0.5141925660952449
year to;0.5141925660952449
year you;0.5141925660952449
zuma;0.5141925660952449
africa check;0.4630400436478636
check;0.4630400436478636
went;0.45620061911755816
created;0.4350113200476201
if you;0.4350113200476201
raised;0.4350113200476201
africa;0.4270423903763448
car;0.4172825530871885
found;0.4172825530871885
going to be;0.4172825530871885
human;0.4172825530871885
irma;0.4172825530871885
show;0.4172825530871885
activity;0.3892538294869449
attacks;0.3892538294869449
co2;0.3892538294869449
deal;0.3892538294869449
effect;0.3892538294869449
evidence that;0.3892538294869449
for oil and;0.3892538294869449
gases;0.3892538294869449
give;0.3892538294869449
greenhouse gases;0.3892538294869449
happen;0.3892538294869449
has not;0.3892538294869449
how;0.3892538294869449
likely;0.3892538294869449
louisiana;0.3892538294869449
maybe;0.3892538294869449
might;0.3892538294869449
of only;0.3892538294869449
of state;0.3892538294869449
one of only;0.3892538294869449
opponent;0.3892538294869449
planet;0.3892538294869449
reason;0.3892538294869449
sponsored;0.3892538294869449
sun;0.3892538294869449
tap;0.3892538294869449
that we have;0.3892538294869449
the stimulus;0.3892538294869449
the weather;0.3892538294869449
turbines;0.3892538294869449
want to;0.3892538294869449
when the;0.3892538294869449
democrats;0.3680645304170069
hurricanes;0.3680645304170069
scientists;0.35449172322773304
58;0.3381013070395637
80;0.3381013070395637
90;0.3381013070395637
about climate;0.3381013070395637
about climate change;0.3381013070395637
above;0.3381013070395637
always;0.3381013070395637
an environmental;0.3381013070395637
and he;0.3381013070395637
and said;0.3381013070395637
at the pump;0.3381013070395637
back;0.3381013070395637
ban on;0.3381013070395637
barack obama has;0.3381013070395637
because it;0.3381013070395637
bill sent;0.3381013070395637
bill sent tax;0.3381013070395637
bottle;0.3381013070395637
breaks;0.3381013070395637
chris;0.3381013070395637
claim;0.3381013070395637
co;0.3381013070395637
code;0.3381013070395637
commerce;0.3381013070395637
credits overseas;0.3381013070395637
credits overseas such;0.3381013070395637
dangerous;0.3381013070395637
delivered;0.3381013070395637
department of energy;0.3381013070395637
done;0.3381013070395637
doubled the;0.3381013070395637
earth is;0.3381013070395637
energy bill;0.3381013070395637
energy independent;0.3381013070395637
evidence;0.3381013070395637
exxon mobil;0.3381013070395637
favor;0.3381013070395637
few years;0.3381013070395637
fluorescent light;0.3381013070395637
fluorescent light bulbs;0.3381013070395637
for oil;0.3381013070395637
forces;0.3381013070395637
from oil;0.3381013070395637
gets;0.3381013070395637
global warming is;0.3381013070395637
goes;0.3381013070395637
green;0.3381013070395637
gulf coast;0.3381013070395637
have become;0.3381013070395637
he would;0.3381013070395637
headed;0.3381013070395637
hurt;0.3381013070395637
illegal to;0.3381013070395637
in america;0.3381013070395637
in solar;0.3381013070395637
in the arctic;0.3381013070395637
in your;0.3381013070395637
increasing;0.3381013070395637
iron;0.3381013070395637
iron ore;0.3381013070395637
iron ore mine;0.3381013070395637
is an;0.3381013070395637
is being;0.3381013070395637
is just;0.3381013070395637
isis;0.3381013070395637
it illegal to;0.3381013070395637
jobs created;0.3381013070395637
kind;0.3381013070395637
kind of;0.3381013070395637
liberal;0.3381013070395637
live;0.3381013070395637
looking at;0.3381013070395637
media;0.3381013070395637
million from;0.3381013070395637
mine is;0.3381013070395637
mobil;0.3381013070395637
models;0.3381013070395637
national security;0.3381013070395637
net;0.3381013070395637
new york;0.3381013070395637
next year;0.3381013070395637
no effect;0.3381013070395637
nominee;0.3381013070395637
not only;0.3381013070395637
not the;0.3381013070395637
obama has;0.3381013070395637
obama is;0.3381013070395637
obama policies;0.3381013070395637
of global warming;0.3381013070395637
of the united;0.3381013070395637
of your;0.3381013070395637
ore;0.3381013070395637
ore mine;0.3381013070395637
our economy;0.3381013070395637
overseas;0.3381013070395637
overseas such;0.3381013070395637
overseas such as;0.3381013070395637
path;0.3381013070395637
perhaps;0.3381013070395637
permits;0.3381013070395637
plant in;0.3381013070395637
policies have;0.3381013070395637
potential;0.3381013070395637
proven;0.3381013070395637
public lands;0.3381013070395637
regarding;0.3381013070395637
regulations will;0.3381013070395637
responsible;0.3381013070395637
rid;0.3381013070395637
rid of;0.3381013070395637
robert;0.3381013070395637
sa;0.3381013070395637
sell;0.3381013070395637
selling;0.3381013070395637
sent;0.3381013070395637
sent tax;0.3381013070395637
sent tax credits;0.3381013070395637
shows that;0.3381013070395637
sign;0.3381013070395637
stamp;0.3381013070395637
state owned;0.3381013070395637
step;0.3381013070395637
stimulus bill sent;0.3381013070395637
tax credits overseas;0.3381013070395637
that there;0.3381013070395637
that there is;0.3381013070395637
the clean;0.3381013070395637
the democrats;0.3381013070395637
the earth is;0.3381013070395637
the ice;0.3381013070395637
the planet;0.3381013070395637
the problem;0.3381013070395637
the stimulus bill;0.3381013070395637
the sun;0.3381013070395637
they we;0.3381013070395637
they we are;0.3381013070395637
through the;0.3381013070395637
to change;0.3381013070395637
to get;0.3381013070395637
to know;0.3381013070395637
to support;0.3381013070395637
to take;0.3381013070395637
towards;0.3381013070395637
warming is;0.3381013070395637
we we;0.3381013070395637
we we are;0.3381013070395637
what is;0.3381013070395637
will have;0.3381013070395637
wind turbines;0.3381013070395637
within the;0.3381013070395637
without;0.3381013070395637
year and;0.3381013070395637
york;0.3381013070395637
you are;0.3381013070395637
you will;0.3381013070395637
your home;0.3381013070395637
building;0.3100725834393201
ocean;0.3100725834393201
shows;0.3100725834393201
never;0.3033392007803517
that has;0.3033392007803517
and trade legislation;0.2923438164788885
approximately;0.2923438164788885
become;0.2923438164788885
caused by;0.2923438164788885
cost the;0.2923438164788885
could be;0.2923438164788885
environmental protection agency;0.2923438164788885
essentially;0.2923438164788885
every year;0.2923438164788885
has the;0.2923438164788885
have never;0.2923438164788885
in china;0.2923438164788885
infrastructure;0.2923438164788885
massive;0.2923438164788885
need;0.2923438164788885
need to;0.2923438164788885
protection agency;0.2923438164788885
save;0.2923438164788885
stimulus;0.2923438164788885
tax breaks;0.2923438164788885
the average;0.2923438164788885
the government;0.2923438164788885
the ocean;0.2923438164788885
